pair_id,dataset_id_1,column_name_1,sample_values_1,dataset_id_2,column_name_2,sample_values_2,jaccard_score,lazo_score,embedding_score,vote_count,confidence,y/n
153,9f5n-qdib,borough,"Bronx, Brooklyn, Manhattan, Queens, Staten Island",nmue-7zq2,boroughname,"BROOKLYN, MANHATTAN, QUEENS",0,1,0.8892,2,medium,y
154,it7p-hbtd,borough,"Brooklyn, Citywide, Queens, Staten Island",nmue-7zq2,boroughname,"BROOKLYN, MANHATTAN, QUEENS",0,1,0.8892,2,medium,y
155,jtpv-nuuc,qr_1_4,"Developing, No Data, Proficient, Well Developed",kkng-ugna,qr_4_1,"No Data, Proficient, Well Developed",0,1,0.994,2,medium,y
156,c38p-gtif,qr_1_1,"Proficient, Well Developed",s7cx-86ha,qr_3_1,"Developing, No Data, Proficient, Well Developed",0,1,0.9378,2,medium,y
157,by6m-6zpb,req2,"Interview, Review of Attendance & Punctuality, School-based qualifying exam: Interested candidataes for 9th and 10th grade must take our school-based qualifying exam. See our website www.nestmk12.net for exam dates and to register., Writing sample- please see website for most current information, req2",i9pf-sj7c,req3,Writing Sample,0,1,0.8556,2,medium,n
158,c38p-gtif,qr_1_2,"Developing, Proficient, Well Developed",f4zj-z3db,qr_4_2,"Developing, Proficient, Well Developed",0,1,0.9002,2,medium,y
159,f4zj-z3db,qr_2_2,"Developing, Proficient, Well Developed",kkng-ugna,qr_1_3,"No Data, Proficient, Well Developed",0,1,0.8799,2,medium,y
160,f4zj-z3db,qr_1_4,"No Data, Proficient, Well Developed",s7cx-86ha,qr_4_2,"Developing, No Data, Proficient, Well Developed",0,1,0.9617,2,medium,y
161,ci36-d7ea,qr_1_2,"Developing, Proficient, Well Developed",kkng-ugna,qr_1_1,"Developing, No Data, Proficient, Well Developed",0,1,0.9689,2,medium,y
162,aizm-q3sx,boroughname,"Brooklyn, Manhattan, Queens",e7gc-ub6z,borough,"BRONX, MANHATTAN, QUEENS",0,1,0.8892,2,medium,y
163,uq7m-95z8,seats103,Yes-5,vw9i-7mzq,seats102,"No, Yes-10, Yes-35, Yes-5",0,1,0.9835,2,medium,y
164,jtpv-nuuc,qr_4_1,"No Data, Proficient, Well Developed",kkng-ugna,qr_1_2,"Developing, No Data, Proficient, Well Developed",0,1,0.8972,2,medium,y
165,c38p-gtif,qr_1_1,"Proficient, Well Developed",ci36-d7ea,qr_1_3,"No Data, Proficient, Well Developed",0,1,0.9379,2,medium,y
166,uq7m-95z8,seats105,Yes-5,vw9i-7mzq,seats102,"No, Yes-10, Yes-35, Yes-5",0,0.75,0.9652,2,medium,y
167,tqtj-sjs8,boroughname,"BROOKLYN, MANHATTAN, QUEENS",vibf-3qrq,borough,"BRONX, BROOKLYN, MANHATTAN, QUEENS",0,1,0.8892,2,medium,y
168,ci36-d7ea,qr_4_1,"Developing, No Data, Proficient, Well Developed",kkng-ugna,qr_5_1,"Developing, No Data, Proficient, Well Developed",0,1,0.8989,2,medium,y
169,cqsj-cfgu,borough,"Bronx, Brooklyn",tqtj-sjs8,boroughname,"BROOKLYN, MANHATTAN, QUEENS",0,1,0.8892,2,medium,y
170,9n6h-pt9g,borough,"Brooklyn, Queens, Staten Island",aizm-q3sx,boroughname,"Brooklyn, Manhattan, Queens",0,1,0.8892,2,medium,y
171,4kkh-qhtc,borough,"Bronx, Brooklyn, Manhattan, Queens, Staten Island",nmue-7zq2,boroughname,"BROOKLYN, MANHATTAN, QUEENS",0,1,0.8892,2,medium,y
172,f4zj-z3db,qr_1_1,"Developing, Proficient, Well Developed",s7cx-86ha,qr_5_1,"Developing, No Data, Proficient, Well Developed",0,1,0.9094,2,medium,y
173,c38p-gtif,qr_2_2,"Developing, Proficient, Well Developed",f4zj-z3db,qr_1_4,"No Data, Proficient, Well Developed",0,1,0.8745,2,medium,y
174,c38p-gtif,qr_1_3,"No Data, Proficient, Well Developed",f4zj-z3db,qr_1_4,"No Data, Proficient, Well Developed",0,1,0.9281,2,medium,y
175,f4zj-z3db,qr_1_2,"Developing, Proficient, Well Developed",kkng-ugna,qr_3_4,"No Data, Proficient, Well Developed",0,1,0.855,2,medium,y
176,jtpv-nuuc,qr_3_1,"No Data, Proficient, Well Developed",s7cx-86ha,qr_1_3,"No Data, Proficient, Well Developed",0,1,0.9939,2,medium,y
177,c38p-gtif,qr_3_4,"Proficient, Well Developed",kkng-ugna,qr_5_1,"Developing, No Data, Proficient, Well Developed",0,1,0.8677,2,medium,y
178,f4zj-z3db,qr_1_2,"Developing, Proficient, Well Developed",jtpv-nuuc,qr_4_2,"Developing, Proficient, Well Developed",0,1,0.9002,2,medium,y
179,nmue-7zq2,boroughname,"BROOKLYN, MANHATTAN, QUEENS",ruf7-3wgc,borough,"Bronx, Brooklyn, Manhattan, Queens",0,1,0.8892,2,medium,y
180,c38p-gtif,qr_3_1,"No Data, Proficient, Well Developed",jtpv-nuuc,qr_4_1,"No Data, Proficient, Well Developed",0,1,0.9167,2,medium,y
181,kkng-ugna,qr_5_1,"Developing, No Data, Proficient, Well Developed",s7cx-86ha,qr_1_4,"No Data, Proficient, Well Developed",0,1,0.8999,2,medium,y
182,ci36-d7ea,qr_1_1,"Developing, Proficient, Well Developed",f4zj-z3db,qr_3_1,"Developing, No Data, Proficient, Well Developed",0,1,0.9378,2,medium,y
183,aizm-q3sx,boroughname,"Brooklyn, Manhattan, Queens",f264-qcv3,borough,"BRONX, BROOKLYN, MANHATTAN, QUEENS",0,1,0.8892,2,medium,y
184,bhwu-wuzu,borough,"BROOKLYN, MANHATTAN, QUEENS, STATEN ISLAND",nmue-7zq2,boroughname,"BROOKLYN, MANHATTAN, QUEENS",0,1,0.8892,2,medium,y
185,ci36-d7ea,qr_3_1,"Developing, No Data, Proficient, Well Developed",jtpv-nuuc,qr_1_2,"Developing, Proficient, Well Developed",0,1,0.935,2,medium,y
186,b4mf-rg6h,borough,"Bronx, Brooklyn, Manhattan, Queens",ge3f-inui,boroughname,"BRONX, BROOKLYN, MANHATTAN, QUEENS, STATEN ISLAND",0,1,0.8892,2,medium,y
187,c38p-gtif,qr_4_2,"Developing, Proficient, Well Developed",f4zj-z3db,qr_1_4,"No Data, Proficient, Well Developed",0,1,0.9617,2,medium,y
188,ci36-d7ea,qr_1_4,"No Data, Proficient, Well Developed",jtpv-nuuc,qr_3_1,"No Data, Proficient, Well Developed",0,1,0.9221,2,medium,y
189,c38p-gtif,qr_1_4,"No Data, Proficient, Well Developed",ci36-d7ea,qr_1_2,"Developing, Proficient, Well Developed",0,1,0.9018,2,medium,y
190,ci36-d7ea,qr_5_1,"Developing, No Data, Proficient, Well Developed",jtpv-nuuc,qr_1_4,"Developing, No Data, Proficient, Well Developed",0,1,0.8999,2,medium,y
191,jtpv-nuuc,qr_1_3,"No Data, Proficient, Well Developed",kkng-ugna,qr_1_2,"Developing, No Data, Proficient, Well Developed",0,1,0.9345,2,medium,y
192,ci36-d7ea,qr_4_2,"Developing, Proficient, Well Developed",f4zj-z3db,qr_1_2,"Developing, Proficient, Well Developed",0,1,0.9002,2,medium,y
193,dvaj-b7yx,borough,"Bronx, Brooklyn, Manhattan, Queens",nmue-7zq2,boroughname,"BROOKLYN, MANHATTAN, QUEENS",0,1,0.8892,2,medium,y
194,jtpv-nuuc,qr_5_1,"Developing, No Data, Proficient, Well Developed",kkng-ugna,qr_3_1,"Developing, No Data, Proficient, Well Developed",0,1,0.8989,2,medium,y
195,ci36-d7ea,qr_3_1,"Developing, No Data, Proficient, Well Developed",s7cx-86ha,qr_3_4,"No Data, Proficient, Well Developed",0,1,0.9279,2,medium,y
196,ge3f-inui,boroughname,"BRONX, BROOKLYN, MANHATTAN, QUEENS, STATEN ISLAND",i4gi-tjb9,borough,"Bronx, Brooklyn, Manhattan, Queens, Staten Island",0,1,0.8892,2,medium,y
197,ge3f-inui,boroughname,"BRONX, BROOKLYN, MANHATTAN, QUEENS, STATEN ISLAND",ubdi-jgw2,borough,"Bronx, Brooklyn, Manhattan, Queens, Staten Island",0,1,0.8892,2,medium,y
198,c38p-gtif,qr_4_2,"Developing, Proficient, Well Developed",ci36-d7ea,qr_3_1,"Developing, No Data, Proficient, Well Developed",0,1,0.8906,2,medium,y
199,ci36-d7ea,qr_2_2,"Developing, Proficient, Well Developed",s7cx-86ha,qr_4_2,"Developing, No Data, Proficient, Well Developed",0,1,0.9465,2,medium,y
200,9b8z-mk7h,grade_11,"108, 1224, 1244, 137, 143",cgz5-877h,overall_grade,"A, B",0.5,0,0,1,low,n
201,28gm-7ump,hispanic,"*, 0, 18, 190, 52",8jzu-ady5,hispanic_1,"0.315, 0.318, 0.321, 0.323, 0.325",1,0,0,1,low,n
202,39et-rijq,year,FY24,idfb-y78n,year,"2013, 2014, 2015, 2016, 2017",1,0,0,1,low,n
203,c4vk-jvzy,q21_c2_r4,"0 hrs, 1-10 hrs, 11-20 hrs, 21-30 hrs, 31-40 hrs",njjd-3gve,q21_r1_c1,0,1,0,0,1,low,n
204,23z9-6uk9,location,"100 WEST MOSHOLU PARKWAY SOUTH, BRONX NY 10468(40.879958, -73.889011), 101 PARK AVENUE, BROOKLYN NY 11205(40.697177, -73.976104), 121-10 ROCKAWAY BOULEVARD, SOUTH OZONE PARK NY 11420(40.675021, -73.81673), 122 AMSTERDAM AVENUE, MANHATTAN NY 10023(40.774891, -73.985608), 144-80 BARCLAY AVENUE, FLUSHING NY 11355(40.759963, -73.818399)",n88k-5bs4,location_name,"Earth School, Neighborhood School, Orchard Collegiate Academy, P.S. 015 Roberto Clemente, P.S. 019 Asher Levy",0.5,0,0,1,low,n
205,uqxv-h2se,nta,"Central Harlem North-Polo Grounds, College Point, Crotona Park East, East Tremont, Hunts Point",vmfm-wic2,nta,"BK0401, BK0502, BK1302, BX0402",1,0,0,1,low,n
206,69n5-r375,of_8th_grade_students_that,"1077, 1122, 1437, 1444, 1476",tybm-5xnx,of_8th_grade_students_that_1,"0.618, 0.743, 0.768, 0.801, 0.805",1,0,0,1,low,n
207,922w-z7da,community_board,"101, 110, 111, 201, 204",9s68-zggy,community_board,"101, 202, 209, 402, 407",1,0,0,1,low,y
208,9ck6-2jew,distance_from_condo_in_miles_2,"0.05, 0.1, 0.12, 0.19, 0.2",myei-c3fa,distance_from_co_op_in_miles,"0, 0.04, 0.05, 0.06, 0.07",0.75,0,0,1,low,n
209,avhb-5jhc,rc_code,"K003100, K008500",n3p6-zve2,state_code,NY,0.5,0,0,1,low,n
210,6z8x-wfk4,bin,"1020356, 1025078, 1032786, 1045210, 1052972",e7es-jx5j,bin,"1003143, 1003248, 1003375, 1003736, 1004066",1,0,0,1,low,y
211,vgmz-py3h,city_council_district,"1, 2",xeqp-qz8h,council_district,"12, 17",0.6667,0,0,1,low,n
212,4wgu-f3yf,grade_level,HS Core,a345-26ab,grade_1,"1076, 1136, 131, 139, 142",0.5,0,0,1,low,n
213,3gkd-ddzn,bin,"1001394, 1014408, 1024926, 1041900, 1051688",72r6-mtgs,bin,"1000000, 1000057, 1001111, 1001280, 1001394",1,0,0,1,low,y
214,5mb3-padx,bicycle_type_2,"0, 995",feu5-w2e2,type,"Agent, CorporateOwner, HeadOfficer, Officer, Shareholder",0.5,0,0,1,low,n
215,budf-qanm,q17_c10_r3,,njjd-3gve,q17_c3_r1,"0, 15, 18, 20",0.5,0,0,1,low,n
216,mpw3-7xyh,report_date,"2024-06-30T00:00:00.000, 2024-12-31T00:00:00.000, 2025-06-30T00:00:00.000, 2025-12-31T00:00:00.000",qj2z-ibhs,original_plan_date,"2018-12-31T00:00:00.000, 2021-11-30T00:00:00.000, 2023-12-31T00:00:00.000, 2024-05-31T00:00:00.000, 2024-06-30T00:00:00.000",0,0.6667,0,1,low,n
217,5vi6-xdpy,borough,"Bronx, Brooklyn, Manhattan",kj4p-ruqc,boro,"BRONX, BROOKLYN, QUEENS",0,1,0,1,low,y
218,5fs5-yi3e,african_american,"*, 0, 1464, 15, 19",k8ah-28f4,number_of_offers,"0-5, 18, 20, 21, 22",0,0.5,0,1,low,n
219,jpcp-ic7c,qnocitibike09,"NA, No, Yes",kcey-vehy,qday1triptransitto3,"NA, No",0,1,0,1,low,y
220,dd6w-hnq9,qsharefreq,5,iqmu-i4pa,grade_level,"1, 2, 3, 4, 5",0,0.75,0,1,low,n
221,a345-26ab,ell_chinese,"26, 623, 84",vc9v-wg6y,ela_level_1,"10, 15, 16, 17, 20",0,0.6923,0,1,low,n
222,4n2j-ut8i,_2009_2010_environment_grade,"A, B, C, D, F",cvh6-nmyi,_2009_10_progress_report_grade,"A, B, C, D",0.3333,0.8,0,1,low,y
223,h6af-x63h,borough,"Bronx, Brooklyn, Queens",mdbu-nrqn,boro,"Bronx, Brooklyn, Manhattan, Queens",0,1,0,1,low,y
224,8eux-rfe8,input_1_borough,"BRONX, BROOKLYN, MANHATTAN, QUEENS",a8wp-rerh,boro,"BRONX, BROOKLYN, MANHATTAN, QUEENS, STATEN IS",0,0.8,0,1,low,y
225,29ry-u5bf,grade_4,"10, 14, 16, 17, 24",kg6x-kv5b,_10_principal,R,0,0.6923,0,1,low,n
226,4tys-3tzj,borough,"BRONX, MANHATTAN, QUEENS, STATEN IS",9jgj-bmct,incident_address_4,"Bronx, Brooklyn, Manhattan, Queens, Staten Island",0,0.8,0,1,low,y
227,7scx-rfrp,grade_7,No Data,9ddu-fvnv,_2_principal,"6, R",0,0.6667,0,1,low,n
228,8zxg-9a5c,number_of_public_housing,"0, 10, 11, 14, 24",bx2w-sb84,ela_test_takers,"10, 122, 137, 14, 16",0,0.625,0,1,low,n
229,89bd-raqa,february_transports,"11, 12, 13, 16, 17",w3w9-rtaj,female,"11, 12, 16, 19, 20",0,0.7273,0,1,low,n
230,3m3d-zzwn,borough,"Bronx, Brooklyn, Manhattan, Queens",g62n-cz6a,fjc,"Brooklyn, Manhattan, Queens",0,1,0,1,low,y
231,mk9u-qu7i,us_congress,"11, 13, 6, Null",q7yn-jhqw,transport_total,"10, 11, 20, 6, 7",0,0.6,0,1,low,n
232,7yc5-fec2,ela #level 4,,a345-26ab,ela #level 3,,0,0,0.9731,1,low,n
233,k397-673e,agency name,,npe5-sakb,agency,"DCAS, DOITT",0,0,0.8743,1,low,n
234,98b7-th5j,neighborhood tabulation area (nta) (2020),,adax-9mit,neighborhood tabulation area (nta) (2020) (from 2023),,0,0,0.9675,1,low,n
235,eg75-mh9k,#grade 11,,xni9-ncns,#grade 8,,0,0,0.8871,1,low,n
236,9hxz-c2kj,communityboard,"102, 105, 107, 112, 203",a8wp-rerh,community board,,0,0,0.9127,1,low,n
237,2er2-jqsx,council_district,"1, 10, 12, 13, 14",bf97-mjsy,council district,,0,0,0.9325,1,low,n
238,6kcb-9g8d,code_prog6,,uqxv-h2se,code_prog4,.,0.3333,0,0.8576,1,low,n
239,956m-xy24,comparable rental 2  est. gross income,,jcih-dj9q,comparable rental â 2 â estimated gross income,,0,0,0.9374,1,low,n
240,7yc5-fec2,math %level 2,,pgun-i6u7,math %level 3,,0,0,0.9311,1,low,n
241,2a5f-5ryi,grade 10,,vmmu-wj3w,grade 12,,0,0,0.8889,1,low,n
242,8eux-rfe8,longitude2,"-73.80820856, -73.81263765, -73.82552221, -73.87834709, -73.90802758",kb2e-tjy3,longitude,"-73.729558, -73.803981, -73.83033, -73.832241, -73.839728",0,0,0.883,1,low,n
243,bx2w-sb84,%white,,pgun-i6u7,%white,,0,0,1,1,low,n
244,bmxf-3rd4,council district,,kuxa-tauh,city council districts,,0,0,0.8831,1,low,n
245,c7ru-d68s,grade 3,,s52a-8aq6,grade 10,,0,0,0.8721,1,low,n
246,7yc5-fec2,math #level 3,,u7tg-8kia,math #level 4,,0,0,0.9289,1,low,n
247,6y5g-5hkj,postcode,"10001, 10029, 10038, 10453, 10456",mifw-tguq,postcode,,0,0,1,1,low,n
248,5ar6-qxhs,census tract (2020),,77q4-nkfh,census tract,,0,0,0.8621,1,low,n
249,jxyc-rxiv,comparable rental – 2 –gross sqft,,m59i-mqex,comparable rental 1  gross income per sqft,,0,0,0.8868,1,low,n
250,smui-k6ms,gender,"*, 0, 6",uq7m-95z8,school_email,"DAfanadorSoukar@schools.nyc.gov, DSantiago3@schools.nyc.gov, EKelch@schools.nyc.gov, ICEadmissions@gmail.com, JDaly7@schools.nyc.gov",0,0,0,0,negative,n
251,kcey-vehy,ntacode_home,"BX30, MN15, MN36, QN50",qz5f-yx82,avg_training_hrs_per_week,"0, 11.3, 12.4, 19.1, 21.3",0,0,0,0,negative,n
252,niy5-4j7q,comparable_rental_2_address_zip,,uq7m-95z8,grade9swdapplicantsperseat3,,0,0,0,0,negative,n
253,c99a-c5ux,published_date,2024-04-24 0:00:00,s4kf-3yrf,link_installation,"2016-10-15T00:00:00.000, 2016-10-22T00:00:00.000, 2016-10-26T00:00:00.000, 2016-11-13T00:00:00.000, 2017-01-29T00:00:00.000",0,0,0,0,negative,n
254,smka-gz6w,female,"531848, 547203, 550364, 551727, 553978",y9si-s7ab,catchment_type,other,0,0,0,0,negative,n
255,c4dx-tk4d,completed_both,YES,kswi-37bp,medical_office_weekly,40,0,0,0,0,negative,n
256,3qfc-4tta,comparable_rental_2_net_operating_income,"140014, 143383, 159564, 1708764, 246511",kivi-tmb3,school_name,"East Side Community School, Forsyth Satellite Academy, Henry Street School for International Studies, University Neighborhood High School",0,0,0,0,negative,n
257,4tys-3tzj,electricity_use_grid_purchase_2,"10112847.3, 109258688.7, 15906222, 17308898.6, 23995340.4",c9sj-fmsg,oftcode,,0,0,0,0,negative,n
258,bray-s6dc,fb_relationship_ex_spouse,374,psr5-vz6y,zip_code,"10000, 10001, 10002, 10003, 10004",0,0,0,0,negative,n
259,d3ge-anaz,service_category_k_9_only_,"-, 12:1:1",naib-xtez,a47_using_controlled_1,R,0,0,0,0,negative,n
260,3qfc-4tta,comparable_rental_2_boro_block_lot,"2-02287-0046, 2-02370-0049, 2-02612-0002, 2-02674-0027, 2-02674-0051",4k4u-823g,borough_name,NEW YORK,0,0,0,0,negative,n
261,ahcp-vck8,sch,"1, 2, 2003",veqt-eu3t,hmp_index,"MA.00001, MA.00002, MA.00003, MA.00004, MA.00005",0,0,0,0,negative,n
262,f33j-ecpr,q26_r2_c4,0,ipu7-kigb,outreach_partner_not_noted,"0, 1, 2, 3, 5",0,0,0,0,negative,n
263,67g2-p84d,latitude,"40.544346522293594, 40.54609930165917, 40.58020912761524, 40.59740277774988, 40.606368145578486",6xgr-kwjq,complaint_id,"200207785, 200305615, 200308351, 200410050, 200610868",0,0,0,0,negative,n
264,4t62-jm4m,propane_use_kbtu,,irhv-jqz7,comparable_rental_3_address_state,,0,0,0,0,negative,n
265,qnem-b8re,stlength,"133.53807966266206, 134.18589085434462, 137.49878006560175, 137.83023140026063, 138.63146446269218",tiwv-ukz3,average_class_size,"20.2, 20.3, 20.8, 21.5, 21.8",0,0,0,0,negative,n
266,8z5h-tzdr,e_mail,"CB10QNS@NYC.RR.COM, CBROCK14@NYC.RR.COM, COMMUNITYBD9@NYC.RR.COM, COMMUNITYBOARD3@NYC.RR.COM, MMCMILLAN@QB13.org",bawj-6bgn,comparable_rental_1_total_units,"11, 117, 12, 14, 16",0,0,0,0,negative,n
267,hi8h-gudb,q169_it_s_a_priority_at_this_1,"0, 0.05, 0.06, 0.08, 0.09",xp25-gxux,gf_permit_appl_id,"90025, 90068, 90079, 90319, 90372",0,0,0,0,negative,n
268,7zb8-7bpk,class_3,"10.81300, 10.93400, 11.12500, 11.18100, 11.57700",utpj-74fz,medical_office_weekly,"65, Not Available",0,0,0,0,negative,n
269,66be-66yr,estimated,"N, NA, Y",atne-2dki,program_name,"CASES, CCI",0,0,0,0,negative,n
270,5njs-bq3c,delivery_8,0,kx6j-f3vm,est_ficatax,"0, 1151.2062414, 1244.547288, 22356.1175522685, 2333.526165",0,0,0,0,negative,n
271,2jg5-6hqv,unknown_other_count_2,*,66ry-raij,black,"13, 22, 6, 7, 9",0,0,0,0,negative,n
272,4tys-3tzj,electricity_use_grid_purchase,"10112846.5, 109258703.4, 15906223.2, 17308898.1, 23995341.5",tpt8-yikk,povunit_rel,"1, 2, 3, 4",0,0,0,0,negative,n
273,mf9g-zhbw,bin,"1076222, 1090338, 2102044, 2117360, 3332350",wq9a-qu9a,total_charges,"0, 1, 2, 3, 4",0,0,0,0,negative,n
274,rgyu-ii48,appliedrate,"0.000000, 2.500000",uu87-uz8m,fjc_contact_vic,3,0,0,0,0,negative,n
275,frre-6z6q,total_tax_credit_units,"170, 179, 30, 36, 38",fuvx-wqd7,language,"Arabic, Bengali",0,0,0,0,negative,n
276,9jkp-n57r,description,"Bronx Express, CARVER HOUSES SENIOR CENTER COMPUTER LAB, CLAREMONT HOUSES GYM RENOVATION FOR CLAREMONT NEIGHBORHOOD, CORSI HOUSES UPGRADES TO LAGUARDIA COMMUNITY CENTER, Chelsea Recreation Center Multimedia Center Reconstruction",m4ph-grrm,borough_code,1,0,0,0,0,negative,n
277,jiwc-ncpi,total_families,"21022, 23077, NA",nbun-wekj,courthouse_gross_floor_area,Not Available,0,0,0,0,negative,n
278,cwjy-rrh3,fy_2008,"(1,750,454), (1,986), (124,441), (2,416), - 0",irhv-jqz7,comparable_rental_2_estimated_expense,"1117470, 184695, 189596, 206226, 2238506",0,0,0,0,negative,n
279,cwg5-cqkm,comparable_rental_1_boro_block_lot,"4-00137-0004, 4-00137-0013, 4-00184-0009, 4-01263-0015, 4-01275-0061",pq4c-wbq4,presumed_building_units,"131, 165, 173, 18, 224",0,0,0,0,negative,n
280,76hw-72td,off_pov_stat,"1, 2",nbun-wekj,retail_store_open_or_closed,"0, 0.07954, 0.10125, 0.11138, 0.29771",0,0,0,0,negative,n
281,reri-chf8,ell_arabic_2,"3.8%, 5.0%, 5.4%, No Data, s",t7ny-aygi,dropoff_longitude,"-73.936937999999998, -73.942300000000003, -73.943037000000004, -73.951708999999994, -73.970245000000006",0,0,0,0,negative,n
282,t5qg-w9sq,b48_weapon_possession_category_ii_r,R,wq7q-htne,cy_2017_source_mmbtu,"10891458.13, 134252117.47, 142378.53, 14740463.32, 14756803.62",0,0,0,0,negative,n
283,23z9-6uk9,method8,,kgzj-pjna,c_code,"CORP, IND, PCOM, PCOMP, PCOMZ",0,0,0,0,negative,n
284,76hw-72td,nycgov_pov_stat,"1, 2",jz4z-kudi,respondent_address_state_name,,0,0,0,0,negative,n
285,ftpm-ey3k,location_name,"Collaborative Academy of Science, Technology, & La, Henry Street School for International Studies, Neighborhood School, P.S. 015 Roberto Clemente, P.S. 019 Asher Levy",wyj6-frpa,city,"BRONX, BROOKLYN, CORONA, ELMHURST, FLUSHING",0,0,0,0,negative,n
286,r4c5-ndkx,old_inspect_id,,rmv8-86p4,comparable_rental_1_year_built,"1900, 1915, 1924, 1931, 1935",0,0,0,0,negative,n
287,bray-s6dc,fb_country_si_honduras,18,iaig-3vs5,bbl,"1007570066, 1007580028, 1007830070, 1007840077, 1008630081",0,0,0,0,negative,n
288,k7nh-aufb,supermarkets_grocery_gross,5000,p5md-weyf,:@computed_region_92fq_4b7q,"11, 16, 19, 24, 28",0,0,0,0,negative,n
289,23z9-6uk9,school_name,"Baccalaureate School for Global Education, Bard High School Early College, Bronx Design and Construction Academy, Bronx High School for Writing and Communication Arts, Dr. Susan S. McKinney Secondary School of the Arts",fg5j-q5nk,home_broadband_adoption_by,"High Connected, Low Connected, Medium High Connected, Medium Low Connected",0,0,0,0,negative,n
290,5uf6-jjmy,cd_25,"*, 0",kcey-vehy,qdisability5,No,0,0,0,0,negative,n
291,69n5-r375,of_8th_grade_students,"1177, 1257, 1268, 1305, 1596",a94k-kjys,fundingreq_dfy_15_19,"0.4, 0.46, 0.83, 1.23, 1.69",0,0,0,0,negative,n
292,c7ru-d68s,grade_pk_half_day_full_day,"10, 12, 13, 14, 15",w99a-xtai,category,"All Students, Home Language is ALBANIAN, Home Language is AMERICAN SIGN LANGUAGE, Home Language is AMOY (CHINESE), Home Language is ARABIC",0,0,0,0,negative,n
293,66yh-nemi,organization,"158 St. & Riverside Drive Housing Co., Inc., A. Philip Randolph Campus High School, Amber Charter School, American Museum of Natural History, Animal Care Centers of NYC",urzf-q2g5,dual_language_program_s,"CHINESE, CHINESE, SPANISH, SPANISH",0,0,0,0,negative,n
294,uq7m-95z8,council_district,"12, 16, 17, 2, 26",yr5p-wjer,weather_normalized_site_1,"100905648, 12764247.3, 13810260.1, 15383118.8, 17444101.4",0,0,0,0,negative,n
295,2a5f-5ryi,economic_need_index,"0.502, 0.519, 0.598, 0.608, 0.632",dvzp-h4k9,comparable_rental_2_gross_income_per_sqft,"34.26, 35.68, 35.98, 37.04, 41.58",0,0,0,0,negative,n
296,cwy2-px8b,cross_street_1,"131 STREET, 14 AVENUE, 154 STREET, 3 AVENUE, 56 STREET",nbun-wekj,source_energy_use_kbtu,"1115357773, 114092935.5, 123981410.4, 153684556.6, 157766618.7",0,0,0,0,negative,n
297,8b6c-7uty,grade9swdapplicantsperseat4,,qmh3-uvgq,auction_amount,0,0,0,0,0,negative,n
298,9sji-jws4,male_removals,R,i2im-iqtt,scooter_typical_charge_5,995,0,0,0,0,negative,n
299,5nux-zfmw,pet_s_placed_with_non_profit,0,dd6w-hnq9,qpreridehailcode12,0,0,0,0,0,negative,n
